Code,LocalCode,Name,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,PeerGroup,OptimiserCategory,Type,IRDuration,Hurdle,E-score,S-score,G-score,ESG-score,Controversy-score,Controversy-Items,,Citicode,LastPrice,MarketCap,Exchange,ShortSell%,Date,Basic EPS,Total Revenues,Dividend per Share - Net,Total Assets,Total Liabilities,Growth of Net Income (%),Growth of Net Sales (%),Growth of Free Cash Flow (%),Return on Total Equity (%),Payout Ratio,Total Debt / Total Assets,Net Profit Margin (%),Interest Cover (EBIT)
PRN-AU,PRN,Perenti,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0PJX,123,516072182.4,ASX,0.017794719,30/06/2023,0.140955,217042000,0.14,350982000,21451000,-20.3383,-19.8159,-21.6523,24.7633,0.993729,0.009268,37.2513,1186.673076
PTM-AU,PTM,Platinum,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q48,81,208248963,ASX,0.0036396,30/06/2023,-0.902936,210298000,0,606769000,105314000,-3.2216,7.6166,-223.8949,-17.4307,0,0.005918,-131.3911,-711.34
PBH-AU,PBH,Pointsbet,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,QFC8,1060,830152638,ASX,0.008762578,30/06/2023,0.216744,118326000,0.125,123156000,34686000,4.3611,17.0709,44.0184,26.3873,0.558063,0.148486,18.3831,57.755178
PWH-AU,PWH,PWR,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,MW1D,160.5,1799446652,ASX,0.058246517,30/06/2023,0.069471,631339000,0.02,1171886000,231634000,396.3796,4.5451,86.639,7.4119,0.117265,0.024266,9.7508,24.472399
RMS-AU,RMS,Ramelius,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q6C,33.5,1158926805,ASX,0.035070555,30/06/2023,-0.003056,422745000,0,670477000,340406000,69.3995,156.2681,-21.4584,-3.4043,0,0.311882,-2.065,0.519924
RED-AU,RED,Red,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q6T,16,406305120,ASX,0.016167708,30/06/2023,0.000179,255,0,168967801,2767469,128.3779,0,275.9879,0.3236,0,0,166555.2941,0
RNU-AU,RNU,Renascor,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q7L,38,745152450,ASX,0.051483995,30/06/2023,0.064085,996112425,0,1247380008,443952690,140.1188,9.4752,330.2922,16.5891,0.022328,0.143994,9.6603,2.26913
RSG-AU,RSG,Resolute,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q7P,227,570489147.9,ASX,0.006359379,30/06/2023,0.132427,1260133000,0.0825,617701000,302315000,-1.4258,20.1172,41.5907,13.248,0.603442,0.205301,3.319,11.561918
RIC-AU,RIC,Ridley,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q8B,189.5,708563230,ASX,0.009692091,30/06/2023,0.291725,98497000,0.1173,1671009000,677850000,-45.8672,16.0495,-31.4668,9.8941,0.400605,0.383368,113.6613,5.085378
RFF-AU,RFF,Rurals,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,K5BE,428,499973670,ASX,0.029014858,31/03/2023,-0.765707,191791000,0.02,893362000,461726000,-689.6366,-9.8832,-103.0086,-19.4942,-0.021063,0.468804,-48.741,-11.105091
SHV-AU,SHV,Select,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q9O,91.5,560517230,ASX,0.004048198,30/06/2023,0.007244,2048658000,0.015,1091107000,625749000,112.2838,35.3317,193.3277,0.956,2.069923,0.157506,0.2178,1.116017
SSM-AU,SSM,Service,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q9U,71,741493200,ASX,0.005149931,31/07/2023,0.012877,3505909000,0.01,1092933000,607527000,295.5848,-1.2315,9.9106,3.2231,0.686648,0.214633,0.4144,2.187218
SIG-AU,SIG,Sigma,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0QA9,358,731203401.6,ASX,0.012679592,30/06/2023,-0.080866,9667288,0,152199544,3510352,-83.4374,62.1683,-38.8269,-17.4279,0,0.005073,-179.588,-60.802634
SLX-AU,SLX,Silex,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0QAD,486,1115887749,ASX,0.020210778,30/06/2023,-0.18899,151577000,0,127034000,49916000,55.3458,30.4854,-10.8973,-53.5869,0,0.09902,-32.522,-55.131073
SDR-AU,SDR,SiteMinder,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,HBQT,166.5,567950040,ASX,0.001546951,30/06/2023,0.009682,789665867.8,0.110451,2635629420,1227200906,123.7386,54.6013,228.4631,0.5142,5.709467,0.243402,0.9295,6.108254
SKC-AU,SKC,Skycity,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0QAW,855,1136203500,ASX,0.031097588,30/06/2023,0.438024,227740000,0.305,404054000,172029000,-10.0694,0.7886,-8.2582,24.3037,0.748688,0.183314,24.9451,29.242231
SIQ-AU,SIQ,Smartgroup,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,KLVR,1813,310833600,ASX,0.000303813,30/09/2023,1.611944,2026088628,0.433916,8910248102,1792297787,-6.135,4.6281,-9.6933,5.5733,0.269298,0.057972,16.347,10.226797
SSR-AU,SSR,SSR,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,W8TW,19.5,151324520.3,ASX,0.06992038,30/06/2023,-0.525803,323852000,0,917910000,524458000,-166.8799,60.9026,-276.8683,-67.4581,0,0.014026,-132.5293,-59.672276
SBM-AU,SBM,St,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0QBV,39.5,999963040,ASX,0.049377911,30/06/2023,-0.007996,0,0,341874000,55028000,-16.7228,0,25.0221,-9.0973,0,0.089875,0,-6.213075
STX-AU,STX,Strike,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0QCH,113,407652020,ASX,0.051281458,30/06/2023,-0.120181,279572,0,65149203,8164841,-17.8175,1602.6309,-61.4093,-103.683,0,0.036334,-15508.0147,0
TLG-AU,TLG,Talga,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0QDL,669,636376905,ASX,0.005244421,30/06/2023,0.068202,395513000,0,190781000,83050000,-30.6066,-7.2295,-46.8149,7.8853,0,0.131213,2.0998,10.858811
TPW-AU,TPW,Temple,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,E36Z,33,230678208,ASX,0.001024637,30/06/2023,0.327636,660639000,0.21,356204000,188355000,33.6331,-17.8948,-9.8143,167.4735,0,0.020415,39.6731,300.931992
TER-AU,TER,TerraCom,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0R94,59,513312744,ASX,0.01613445,No data is available,0,0,0,0,0,0,0,0,0,0,0,0,0
TIE-AU,TIE,Tietto,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,OGVT,101,541692320,ASX,0.063823191,30/06/2023,0.011581,439776000,0,431037000,253353000,120.3025,30.9175,220.2128,3.5655,0,0.077861,1.3672,1.698275
TYR-AU,TYR,Tyro,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,QRZK,443,648202880,ASX,0.015747284,30/06/2023,-11.349653,4629042654,0,88495400218,52561884565,-2036.6935,10.9218,10.2093,-4.3775,-0.050072,0.513053,-34.0384,1.675277
URW-AU,URW,Unibail-Rodamco-Westfield,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,P27X,258,319777185,ASX,0.047508752,30/06/2023,-0.322345,34649338.09,0,497509315.9,38564693.61,-58.6653,164.563,359.7667,-11.3484,0,0.014473,-141.5925,-94.801261
VUL-AU,VUL,Vulcan,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,P23Y,397,723595600,ASX,0.012554925,30/06/2023,-0.221742,0,0,89506448,4710953,-40.9491,0,-47.6465,-55.852,0,0.003181,0,0
WBT-AU,WBT,Weebit,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q68,210,961454690,ASX,0.016997917,30/06/2023,0.021121,654371234,0,813251836,214912538,109.0024,1.0492,51.7221,1.6867,0,0.033803,1.5287,2.74628
WGX-AU,WGX,Westgold,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,NP5Y,42,325941726.8,ASX,0.393850609,30/06/2023,-0.523339,693207000,0,3394767000,3160427000,65.8838,0,234.6181,-99.9504,0,0.864578,-54.387,0.407505
ZIP-AU,ZIP,Zip,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,0Q8S,,,,,,,,,,,,,,,,,,
MEZ-AU,,Meridian Energy,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMM-AU,,IMMUTEP LIMITED,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQT-AU,,Equity Trustees,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMD-AU,,KMD-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCW-AU,,HCW-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PL-AU,,3PL-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4N-AU,,A4N-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPD-AU,,IPD-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAN-AU,,JAN-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSS-AU,,GSS-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DX-AU,,4DX-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX1-AU,,MX1-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPT-AU,,OPT-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXS-AU,,NXS-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSX-AU,,CSX-AU,Growth,Australian Shares,Australian Shares,Australian Shares,ASXStock,Australia,,,,,,,,ASXStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEF.MAD,TEF,TELEFONICA SA,Growth,International Shares,Global Shares,Global Shares,Communication,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLNX.MAD,CLNX,CELLNEX TELECOM SA,Growth,International Shares,Global Shares,Global Shares,Communication,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REP.MAD,REP,REPSOL SA,Growth,International Shares,Global Shares,Global Shares,Energy,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABK.MAD,CABK,CAIXABANK SA,Growth,International Shares,Global Shares,Global Shares,Financials,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FER.MAD,FER,FERROVIAL SE,Growth,International Shares,Global Shares,Global Shares,Industrials,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AENA.MAD,AENA,AENA SME SA,Growth,International Shares,Global Shares,Global Shares,Industrials,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACS.MAD,ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Growth,International Shares,Global Shares,Global Shares,Industrials,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED.MAD,RED,REDEIA CORPORACION SA,Growth,International Shares,Global Shares,Global Shares,Utilities,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELE.MAD,ELE,ENDESA SA,Growth,International Shares,Global Shares,Global Shares,Utilities,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTGY.MAD,NTGY,NATURGY ENERGY SA,Growth,International Shares,Global Shares,Global Shares,Utilities,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG.MAD,ENG,ENAGAS SA,Growth,International Shares,Global Shares,Global Shares,Utilities,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRF.MAD,GRF,GRIFOLS SA CLASS A,Growth,International Shares,Global Shares,Global Shares,Health Care,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBE.MAD,IBE,IBERDROLA SA,Growth,International Shares,Global Shares,Global Shares,Utilities,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBVA.MAD,BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Growth,International Shares,Global Shares,Global Shares,Financials,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITX.MAD,ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMS.MAD,AMS,AMADEUS IT GROUP SA,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANA.MAD,ANA,ACCIONA SA,Growth,International Shares,Global Shares,Global Shares,Utilities,Bolsa De Madrid,,Spain,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLB.EXC,SOLB,SOLVAY SA,Growth,International Shares,Global Shares,Global Shares,Materials,Brussels Stock Exchange,,Belgium,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOE.BAT,CBOE,CBOE GLOBAL MARKETS INC,Growth,International Shares,Global Shares,Global Shares,Financials,Cboe BZX formerly known as BATS,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBK.ETR,DBK,DEUTSCHE BANK AG,Growth,International Shares,Global Shares,Global Shares,Financials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNA.ETR,VNA,VONOVIA SE,Growth,International Shares,Global Shares,Global Shares,Real Estate,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTG.ETR,DTG,DAIMLER TRUCK HOLDING E AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHL.ETR,SHL,SIEMENS HEALTHINEERS AG,Growth,International Shares,Global Shares,Global Shares,Health Care,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY1.ETR,SY1,SYMRISE AG,Growth,International Shares,Global Shares,Global Shares,Materials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNR1.ETR,HNR1,HANNOVER RUECK,Growth,International Shares,Global Shares,Global Shares,Financials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEI.ETR,BEI,BEIERSDORF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHM.ETR,RHM,RHEINMETALL AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEN3.ETR,HEN3,HENKEL & KGAA PREF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBK.ETR,CBK,COMMERZBANK AG,Growth,International Shares,Global Shares,Global Shares,Financials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNR.ETR,BNR,BRENNTAG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRE.ETR,FRE,FRESENIUS SE AND CO KGAA,Growth,International Shares,Global Shares,Global Shares,Health Care,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTX.ETR,MTX,MTU AERO ENGINES HOLDING AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEI.ETR,HEI,HEIDELBERG MATERIALS AG,Growth,International Shares,Global Shares,Global Shares,Materials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1COV.ETR,1COV,COVESTRO AG,Growth,International Shares,Global Shares,Global Shares,Materials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRT3.ETR,SRT3,SARTORIUS PREF AG,Growth,International Shares,Global Shares,Global Shares,Health Care,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAH3.ETR,PAH3,PORSCHE AUTOMOBIL HOLDING PREF,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON.ETR,CON,CONTINENTAL AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FME.ETR,FME,FRESENIUS MEDICAL CARE AG,Growth,International Shares,Global Shares,Global Shares,Health Care,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEN.ETR,HEN,HENKEL AG,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHER.ETR,DHER,DELIVERY HERO,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUM.ETR,PUM,PUMA,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1A.ETR,G1A,GEA GROUP AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEG.ETR,LEG,LEG IMMOBILIEN N,Growth,International Shares,Global Shares,Global Shares,Real Estate,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW3.ETR,BMW3,BMW PREF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAL.ETR,ZAL,ZALANDO,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENR.ETR,ENR,SIEMENS ENERGY N AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFG.ETR,HFG,HELLOFRESH,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOW.ETR,VOW,VOLKSWAGEN AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP.ETR,SAP,SAP,Growth,International Shares,Global Shares,Global Shares,Information Technology,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE.ETR,SIE,SIEMENS N AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALV.ETR,ALV,ALLIANZ,Growth,International Shares,Global Shares,Global Shares,Financials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTE.ETR,DTE,DEUTSCHE TELEKOM N AG,Growth,International Shares,Global Shares,Global Shares,Communication,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUV2.ETR,MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Growth,International Shares,Global Shares,Global Shares,Financials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBG.ETR,MBG,MERCEDES-BENZ GROUP N AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAYN.ETR,BAYN,BAYER AG,Growth,International Shares,Global Shares,Global Shares,Health Care,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAS.ETR,BAS,BASF N,Growth,International Shares,Global Shares,Global Shares,Materials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFX.ETR,IFX,INFINEON TECHNOLOGIES AG,Growth,International Shares,Global Shares,Global Shares,Information Technology,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHL.ETR,DHL,DEUTSCHE POST AG,Growth,International Shares,Global Shares,Global Shares,Industrials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB1.ETR,DB1,DEUTSCHE BOERSE AG,Growth,International Shares,Global Shares,Global Shares,Financials,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADS.ETR,ADS,ADIDAS N AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW.ETR,BMW,BMW AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOAN.ETR,EOAN,E.ON N,Growth,International Shares,Global Shares,Global Shares,Utilities,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWE.ETR,RWE,RWE AG,Growth,International Shares,Global Shares,Global Shares,Utilities,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOW3.ETR,VOW3,VOLKSWAGEN NON-VOTING PREF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P911.ETR,P911,DR ING HC F PORSCHE PRF AG,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G24.ETR,G24,SCOUT24 N,Growth,International Shares,Global Shares,Global Shares,Communication,Deutsche Boerse Markets,,Germany,EUR,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
